birth_rate,country,gdp,health_exp_percent_gdp,health_exp_per_capita,infant_mortality_rate,internet_usage,life_expectancy_female,life_expectancy_male,mobile_phone_usage,no_of_records,population_0_to_14,population_15_to_64,population_65_plus,population_total,population_urban,region,tourism_inbound,tourism_outbound,year,header,personal,business,total,africa,americas,east_asia_and_pacific,europe,middle_east,south_asia,others
0.015,trinidad and tobago,8824873156,0.044,305,0.025,0.2,72,65,0.2,1,0.246,0.687,0.067,1272347,0.106,The Americas,361000000,172000000,2001,Data,314,69,383,1,286,4,89,0,1,2
0.021,turkey,1.96E+11,0.052,148,0.032,0.1,74,67,0.3,1,0.302,0.637,0.061,64100297,0.653,Europe,10067000000,1738000000,2001,Data,10034,1243,11277,119,327,247,9473,263,342,11
0.008,ukraine,38009344577,0.057,44,0.015,0,74,63,0,1,0.168,0.691,0.141,48683865,0.672,Europe,759000000,676000000,2001,Data,10221,1655,11876,5,64,17,9061,13,7,6
0.011,united kingdom,1.49E+12,0.073,1819,0.006,0.3,80,76,0.8,1,0.188,0.654,0.158,59119673,0.788,Europe,26137000000,46410000000,2001,Data,15448,7387,22835,630,4582,1834,15061,402,326,0
0.016,uruguay,20898788420,0.112,703,0.014,0.1,79,71,0.2,1,0.244,0.624,0.132,3326762,0.923,The Americas,700000000,338000000,2001,Data,2016,120,2136,0,1708,6,70,0,0,350
0.032,vanuatu,257926882,0.037,50,0.019,0,70,66,0,1,0.411,0.556,0.033,189285,0.22,Oceania,58000000,8000000,2001,Data,47,6,53,0,1,48,3,0,0,1
0.045,zambia,3653822712,0.06,21,0.095,0,43,42,0,1,0.459,0.514,0.027,10362137,0.35,Africa,80000000,102000000,2001,Data,291,201,492,317,30,30,113,0,3,0
0.011,belgium,2.32E+11,0.083,1878,0.005,0.3,81,75,0.7,1,0.175,0.655,0.17,10286570,0.972,Europe,8304000000,10878000000,2001,Data,4054,2398,6452,64,428,268,5592,19,27,54
0.009,belarus,12354820144,0.066,83,0.01,0,75,63,0,1,0.179,0.684,0.137,9928000,0.705,Europe,272000000,486000000,2001,Data,1592,260,1852,0,5,1,55,0,0,0
0.013,barbados,3112350000,0.067,635,0.015,0.1,76,71,0.2,1,0.217,0.669,0.115,268296,0.337,The Americas,706000000,149000000,2001,Data,450,57,507,1,256,2,247,0,0,0
0.026,bangladesh,46987842847,0.03,10,0.062,0,66,66,0,1,0.364,0.595,0.041,134729503,0.241,Asia,48000000,341000000,2001,Data,173,34,207,2,19,38,50,4,94,0
0.021,bahrain,8976446420,0.038,488,0.011,0.2,76,74,0.4,1,0.305,0.67,0.024,698749,0.884,Middle East,886000000,423000000,2001,Data,4058,330,4388,39,139,135,235,3447,392,0
0.014,azerbaijan,5707618247,0.045,31,0.057,0,70,64,0.1,1,0.301,0.641,0.058,8111200,0.516,Asia,57000000,119000000,2001,Data,49,718,767,0,0,0,272,0,322,173
0.013,australia,3.79E+11,0.082,1632,0.005,0.5,82,77,0.6,1,0.206,0.669,0.125,19413000,0.874,Oceania,12804000000,8053000000,2001,Data,4019,837,4856,73,577,2893,1197,35,66,14
0.013,armenia,2118467913,0.059,41,0.025,0,75,68,0,1,0.25,0.646,0.104,3059960,0.644,Asia,81000000,59000000,2001,Data,99,25,124,0,41,3,48,13,18,0
0.05,angola,8936079253,0.058,36,0.127,0,47,45,0,1,0.477,0.499,0.025,14385283,0.332,Africa,35000000,80000000,2001,Data,56,11,67,15,9,4,38,0,1,0
0.018,albania,4091020249,0.06,75,0.022,0,78,72,0.1,1,0.297,0.632,0.071,3064111,0.424,Europe,451000000,269000000,2001,Data,243,97,340,0.1,14,2,320,1,0.3,5
0.046,burkina faso,2812845486,0.049,12,0.095,0,52,50,0,1,0.467,0.506,0.027,11946080,0.185,Africa,25000000,35000000,2001,Data,131,53,184,50,8,3,63,1,0,3
0.02,brazil,5.54E+11,0.073,228,0.027,0,74,67,0.2,1,0.291,0.653,0.056,176968205,0.816,The Americas,1844000000,3765000000,2001,Data,3330,1443,4773,36,3132,127,1446,11,0,20
0.027,botswana,5489646903,0.052,175,0.054,0,51,48,0.2,1,0.377,0.593,0.03,1783349,0.541,Africa,235000000,215000000,2001,Data,1095,98,1193,1019,25,12,55,0,3,80
0.011,canada,7.33E+11,0.093,2152,0.005,0.6,82,77,0.3,1,0.189,0.685,0.127,31081900,0.798,The Americas,12680000000,14634000000,2001,Data,17061,2519,19580,61,15974,1195,2324,47,78,0
0.039,central african republic,931833294,0.04,10,0.113,0,45,42,0,1,0.422,0.538,0.04,3704045,0.377,Africa,5000000,29000000,2001,Data,6,4,10,5,0.7,0.4,3.5,0.1,0,0.2
0.016,chile,72336972322,0.077,348,0.009,0.2,80,74,0.3,1,0.273,0.654,0.074,15639289,0.864,The Americas,1184000000,939000000,2001,Data,1553,207,1760,2,1429,37,250,1,2,2
0.042,burundi,876794723,0.068,7,0.089,0,50,47,0,1,0.484,0.487,0.029,6839376,0.085,Africa,900000,12000000,2001,Data,24,12,36,17,2,3,14,0,0,0
0.023,colombia,98203544965,0.06,144,0.021,0,75,68,0.1,1,0.324,0.628,0.048,40558648,0.724,The Americas,1483000000,1556000000,2001,Data,559,56,615,1,469,12,129,2,1,2
0.02,costa rica,16403602943,0.071,291,0.011,0.1,80,76,0.1,1,0.308,0.637,0.055,4013488,0.604,The Americas,1339000000,434000000,2001,Data,921,210,1131,1,952,15,157,0,0,7
0.013,cyprus,9679304971,0.058,776,0.005,0.2,80,76,0.3,1,0.219,0.678,0.103,961481,0.688,Europe,2203000000,568000000,2001,Data,2568,129,2697,8,30,14,2592,45,8,0
0.022,brunei darussalam,5601090584,0.032,525,0.008,0.1,78,74,0.4,1,0.301,0.671,0.028,339114,0.717,Asia,155000000,456000000,2001,Data,823,17,840,0,6,786,30,2,15,0
0.025,dominican republic,24894907435,0.062,173,0.032,0,74,68,0.1,1,0.345,0.602,0.053,8799298,0.626,The Americas,2798000000,425000000,2001,Data,2784,85,2869,0,1239,2,1142,0,0,487
0.024,el salvador,13812700000,0.08,184,0.025,0,75,65,0.1,1,0.379,0.564,0.057,5985299,0.595,The Americas,452000000,247000000,2001,Data,494,241,735,0,660,3,22,0,0,50
0.027,cambodia,3979813388,0.062,20,0.076,0,66,60,0,1,0.397,0.564,0.039,12472586,0.187,Asia,429000000,59000000,2001,Data,346,62,408,0,44,158,66,0,5,0
0.009,estonia,6240147810,0.049,218,0.008,0.3,76,65,0.5,1,0.174,0.671,0.155,1388115,0.692,Europe,661000000,253000000,2001,Data,2470,760,3230,0,17,7,949,0,0,12
0.043,ethiopia,8080496318,0.047,6,0.087,0,54,52,0,1,0.466,0.504,0.031,67956866,0.149,Africa,218000000,50000000,2001,Data,84,32,116,35,20,6,37,15,3,32
0.024,fiji,1660102346,0.033,67,0.02,0,70,65,0.1,1,0.343,0.621,0.036,814700,0.483,Oceania,316000000,84000000,2001,Data,323,24,347,0,68,226,51,0,0,2
0.009,bulgaria,13868600710,0.074,129,0.017,0.1,75,69,0.2,1,0.152,0.68,0.168,8020282,0.692,Europe,1262000000,836000000,2001,Data,4920,184,5104,3,52,24,4951,15,13,46
0.011,finland,1.25E+11,0.074,1786,0.003,0.4,82,75,0.8,1,0.18,0.669,0.151,5188008,0.824,Europe,2065000000,2442000000,2001,Data,2931,1321,4252,8,161,158,3916,3,6,0
0.013,france,1.34E+12,0.102,2241,0.004,0.3,83,76,0.6,1,0.188,0.651,0.161,61355725,0.761,Europe,38385000000,26749000000,2001,Data,65336,9866,75202,921,5291,2114,66491,325,0,60
0.034,ghana,5314871684,0.056,15,0.063,0,58,56,0,1,0.412,0.557,0.031,19293392,0.446,Africa,374000000,165000000,2001,Data,279,160,439,149,37,21,109,3,0,119
0.019,grenada,523279846,0.076,392,0.013,0.1,73,68,0.1,1,0.341,0.582,0.077,101849,0.361,The Americas,83000000,8000000,2001,Data,104,12,116,0,66,1,40,0,0,15
0.042,guinea,2833442750,0.059,19,0.099,0,51,51,0,1,0.44,0.526,0.034,8895353,0.314,Africa,8200000,26000000,2001,Data,19,18,37,18,4,2,13,1,1,0.4
0.031,honduras,7566517572,0.069,83,0.03,0,73,68,0,1,0.419,0.541,0.04,6365040,0.46,The Americas,260000000,205000000,2001,Data,449,69,518,0.2,460,7,50,0.1,0.2,0.2
0.025,india,4.94E+11,0.045,21,0.064,0,64,61,0,1,0.338,0.617,0.044,1059500888,0.279,Asia,3342000000,4367000000,2001,Data,2459,78,2537,87,440,337,890,67,672,44
0.021,indonesia,1.60E+11,0.022,17,0.039,0,70,66,0,1,0.304,0.649,0.047,211970371,0.428,Asia,5277000000,3406000000,2001,Data,2958,2196,5154,40,243,3920,862,37,51,0
0.015,ireland,1.05E+11,0.067,1848,0.006,0.2,80,75,0.8,1,0.214,0.674,0.112,3866243,0.594,Europe,3789000000,2956000000,2001,Data,5475,878,6353,32,915,217,5189,0,0,0
0.021,israel,1.23E+11,0.079,1499,0.005,0.2,81,78,0.9,1,0.28,0.619,0.1,6439000,0.913,Middle East,2854000000,3887000000,2001,Data,981,227,1208,36,350,53,704,31,14,8
0.009,italy,1.12E+12,0.081,1590,0.004,0.3,83,77,0.9,1,0.143,0.672,0.186,56974100,0.673,Europe,26916000000,16997000000,2001,Data,51159,9801,60960,201.9,2202.7,1224.8,57152.9,100.1,77.5,0
0.019,jamaica,9104515930,0.051,178,0.02,0,74,68,0.2,1,0.324,0.601,0.075,2605556,0.521,The Americas,1494000000,227000000,2001,Data,1208,68,1276,1,1083,9,182,0,1,0
0.009,japan,4.16E+12,0.078,2554,0.003,0.4,85,78,0.6,1,0.144,0.679,0.177,127149000,0.8,Asia,5750000000,35526000000,2001,Data,3535,1236,4771,15,866,3189,630,3,66,2
0.023,el salvador,14306700000,0.077,184,0.024,0,75,65,0.1,1,0.374,0.568,0.058,6008308,0.6,The Americas,521000000,266000000,2002,Data,794,4,798,0,733,3,22,0,0,40
0.024,dominican republic,26570402719,0.063,176,0.032,0.1,74,68,0.2,1,0.342,0.604,0.054,8935261,0.634,The Americas,2730000000,429000000,2002,Data,2706,87,2793,0,1261,3,1031,0,0,498
0.013,cyprus,10557366162,0.061,882,0.005,0.3,80,76,0.4,1,0.214,0.682,0.104,979877,0.687,Europe,2178000000,582000000,2002,Data,2287,131,2418,7,27,12,2324,45,3,0
0.019,costa rica,16844378578,0.08,332,0.01,0.2,80,76,0.1,1,0.3,0.644,0.056,4093840,0.618,The Americas,1292000000,430000000,2002,Data,849,264,1113,1,928,16,164,0,0,5
0.022,colombia,97933392356,0.057,135,0.02,0,75,68,0.1,1,0.32,0.631,0.049,41216304,0.727,The Americas,1237000000,1355000000,2002,Data,432,135,567,1,428,12,118,1,1,6
0.013,china,1.45E+12,0.048,54,0.026,0,74,72,0.2,1,0.236,0.692,0.072,1280400000,0.384,Asia,21742000000,16759000000,2002,Data,10219,3220,13439,84,1510,92866,3007,52,381,8
0.016,chile,70984568429,0.075,331,0.008,0.2,81,75,0.4,1,0.267,0.658,0.075,15819522,0.866,The Americas,1221000000,932000000,2002,Data,1296,195,1491,2,1119,41,245,1,2,2
0.039,central african republic,991387865,0.042,11,0.113,0,46,42,0,1,0.422,0.539,0.04,3767248,0.378,Africa,3000000,29000000,2002,Data,1.3,1.6,2.9,1.5,0.2,0.2,1,0,0,0
0.011,canada,7.53E+11,0.096,2254,0.005,0.6,82,77,0.4,1,0.186,0.687,0.128,31362000,0.799,The Americas,12744000000,14257000000,2002,Data,17404,2560,19964,54,16576,1210,2095,42,79,0
0.027,cambodia,4284028138,0.064,22,0.069,0,67,61,0,1,0.388,0.572,0.04,12709336,0.188,Asia,509000000,64000000,2002,Data,465,58,523,0,113,409,219,0,4,0
0.043,burundi,825394484,0.071,6,0.086,0,50,48,0,1,0.476,0.495,0.028,7037727,0.087,Africa,1600000,14000000,2002,Data,52,22,74,25,2,1,6,0,0,40
0.046,burkina faso,3205592273,0.05,13,0.094,0,52,50,0,1,0.467,0.507,0.027,12296399,0.193,Africa,37000000,36000000,2002,Data,88,111,199,55,10,4,73,1,0,7
0.009,bulgaria,15979194511,0.076,154,0.016,0.1,75,69,0.3,1,0.148,0.683,0.17,7868468,0.695,Europe,1392000000,1018000000,2002,Data,5383,180,5563,4,47,22,5426,14,9,40
0.02,brazil,5.04E+11,0.072,203,0.025,0.1,75,67,0.2,1,0.287,0.655,0.057,179393768,0.819,The Americas,2142000000,2929000000,2002,Data,2714,1070,3784,40,2206,108,1415,7,0,9
0.026,botswana,5438856515,0.057,193,0.054,0,49,48,0.2,1,0.372,0.598,0.03,1808976,0.544,Africa,324000000,197000000,2002,Data,1151,123,1274,1096,19,12,57,0,5,86
0.028,belize,932676403,0.044,162,0.02,0.1,75,68,0.2,1,0.393,0.565,0.042,251766,0.471,The Americas,121000000,48000000,2002,Data,186,13,199,0,154,3,29,0,0,12
0.011,belgium,2.53E+11,0.085,2075,0.004,0.5,81,75,0.8,1,0.174,0.655,0.171,10332785,0.972,Europe,7598000000,11270000000,2002,Data,4319,2400,6719,60,400,348,5798,18,39,57
0.009,belarus,14594925393,0.065,96,0.009,0.1,74,62,0,1,0.172,0.687,0.14,9865000,0.709,Europe,295000000,527000000,2002,Data,1727,180,1907,0,3,3,57,0,0,0
0.013,barbados,3168600000,0.074,677,0.015,0.3,76,71,0.4,1,0.214,0.672,0.114,269524,0.335,The Americas,666000000,146000000,2002,Data,439,58,497,1,275,2,219,0,1,0
0.026,bangladesh,47571130071,0.031,11,0.059,0,67,66,0,1,0.359,0.6,0.041,137006279,0.248,Asia,59000000,309000000,2002,Data,177,30,207,1,18,41,47,3,97,0
0.02,bahrain,9632411109,0.039,510,0.01,0.2,76,74,0.5,1,0.301,0.675,0.024,732541,0.884,Middle East,985000000,550000000,2002,Data,4412,419,4831,47,177,187,256,3642,522,0
0.014,azerbaijan,6236024951,0.045,34,0.053,0.1,70,65,0.1,1,0.291,0.649,0.06,8171950,0.518,Asia,63000000,110000000,2002,Data,59,775,834,0,6,3,582,2,241,0
0.013,armenia,2376335048,0.054,42,0.024,0,76,69,0,1,0.241,0.651,0.108,3047002,0.643,Asia,81000000,85000000,2002,Data,131,31,162,0,46,3,80,14,19,0
0.05,angola,12497346043,0.044,33,0.126,0,48,45,0,1,0.477,0.499,0.025,14886574,0.339,Africa,51000000,52000000,2002,Data,62,29,91,17,15,5,52,1,1,0
0.017,albania,4449373456,0.065,89,0.021,0,78,72,0.3,1,0.29,0.636,0.075,3051427,0.435,Europe,492000000,386000000,2002,Data,370,100,470,0.1,16,3,439,1,0.4,11
0.011,singapore,91941791944,0.029,632,0.003,0.5,81,77,0.8,1,0.206,0.717,0.077,4176000,1,Asia,4458000000,8212000000,2002,Data,6000,1567,7567,70,416,5426,1112,47,490,5
0.009,slovenia,23136352386,0.086,1000,0.004,0.3,80,72,0.8,1,0.151,0.702,0.147,1994530,0.508,Europe,1152000000,647000000,2002,Data,1074,228,1302,0,36,17,1236,0,0,13
0.024,south africa,1.11E+11,0.085,205,0.053,0.1,55,52,0.3,1,0.32,0.643,0.037,45808736,0.579,Africa,3695000000,2251000000,2002,Data,5890,540,6430,4453,255,229,1274,15,34,170
0.01,spain,6.86E+11,0.073,1215,0.005,0.2,83,76,0.8,1,0.145,0.686,0.169,41431558,0.765,Europe,35468000000,9366000000,2002,Data,45456,4875,50331,0,2001,229,47168,0,0,933
0.019,sri lanka,17102623876,0.039,34,0.013,0,76,69,0,1,0.261,0.673,0.065,18921000,0.184,Asia,594000000,438000000,2002,Data,351,42,393,2,20,66,208,6,90,0
0.022,suriname,1078402128,0.071,161,0.029,0,72,65,0.2,1,0.303,0.639,0.059,480099,0.666,The Americas,17000000,54000000,2002,Data,57,3,60,0,4,1,54,0,0,0
0.011,sweden,2.51E+11,0.092,2599,0.003,0.7,82,78,0.9,1,0.181,0.647,0.172,8924958,0.841,Europe,5671000000,8221000000,2002,Data,5043,2414,7457,0,243,123,3588,0,0,321
0.029,syrian arab republic,21582248882,0.049,57,0.018,0,76,72,0,1,0.4,0.567,0.034,16994676,0.527,Middle East,970000000,760000000,2002,Data,3875,398,4273,71,45,29,646,2815,340,732
0.014,thailand,1.27E+11,0.037,74,0.018,0.1,75,68,0.3,1,0.234,0.696,0.07,63797841,0.338,Asia,10388000000,3888000000,2002,Data,9827,972,10799,89,640,6955,2550,151,414,74
0.029,tonga,181801947,0.05,92,0.015,0,73,69,0,1,0.382,0.559,0.059,99083,0.231,Oceania,5900000,3200000,2002,Data,36,1,37,0,8,24,4,0,0,0
0.015,trinidad and tobago,9008273516,0.05,352,0.025,0.2,73,65,0.2,1,0.238,0.694,0.068,1277723,0.104,The Americas,402000000,208000000,2002,Data,312,72,384,1,308,3,71,0,1,0
0.021,turkey,2.33E+11,0.054,180,0.03,0.1,75,68,0.4,1,0.297,0.64,0.063,65022300,0.66,Europe,11901000000,1880000000,2002,Data,11541,1381,12922,131,254,281,11359,304,451,10
0.009,ukraine,42392896031,0.063,55,0.014,0,74,63,0.1,1,0.162,0.692,0.145,48202500,0.673,Europe,1001000000,794000000,2002,Data,11006,1786,12792,5,53,22,10409,15,10,4
0.011,united kingdom,1.62E+12,0.076,2065,0.005,0.6,81,76,0.8,1,0.186,0.656,0.158,59370479,0.79,Europe,27819000000,51125000000,2002,Data,16340,7840,24180,631,4619,1854,16409,359,308,0
0.016,uruguay,13606494599,0.11,449,0.014,0.1,79,71,0.2,1,0.243,0.624,0.133,3327500,0.926,The Americas,409000000,243000000,2002,Data,1260,94,1354,0,1031,6,56,0,0,261
0.031,vanuatu,262603782,0.038,52,0.019,0,70,67,0,1,0.408,0.56,0.033,193950,0.222,Oceania,72000000,11000000,2002,Data,43,6,49,0,1,44,3,0,0,1
0.045,zambia,3711284087,0.067,24,0.091,0,44,43,0,1,0.461,0.511,0.027,10625423,0.354,Africa,64000000,109000000,2002,Data,317,248,565,364,34,34,130,0,3,0
0.043,sierra leone,1239004288,0.16,44,0.136,0,40,39,0,1,0.428,0.548,0.024,4493047,0.361,Africa,38000000,39000000,2002,Data,17.1,11.3,28.4,13.5,3.8,2.1,7.4,1.6,0,0
0.018,seychelles,698083345,0.044,371,0.012,0.1,77,69,0.5,1,0.267,0.654,0.079,83700,0.505,Africa,247000000,53000000,2002,Data,125,7,132,14,4,3,108,2,2,0
0.01,russian federation,3.45E+11,0.06,142,0.018,0,72,59,0.1,1,0.168,0.702,0.13,145408033,0.733,Europe,5278000000,11362000000,2002,Data,20295,3014,23309,31,343,1150,21097,28,58,601
0.009,poland,1.98E+11,0.063,328,0.007,0.2,79,70,0.4,1,0.18,0.692,0.127,38230364,0.618,Europe,4971000000,3440000000,2002,Data,9930,4050,13980,9,272,87,50315,6,9,36
0.029,philippines,81357657790,0.028,28,0.029,0,70,64,0.2,1,0.38,0.587,0.033,80953652,0.474,Asia,2018000000,1874000000,2002,Data,1569,336,1905,1,454,1154,184,19,21,100
0.023,peru,53992755100,0.048,102,0.026,0.1,74,69,0.1,1,0.333,0.617,0.051,26729909,0.739,The Americas,836000000,806000000,2002,Data,961,37,998,2,714,44,236,0,1,66
0.027,paraguay,6325151760,0.07,79,0.026,0,73,69,0.3,1,0.372,0.582,0.045,5571371,0.566,The Americas,76000000,117000000,2002,Data,223,27,250,0,232,5,14,0,0,0
0.034,papua new guinea,2999542369,0.046,24,0.057,0,62,57,0,1,0.402,0.573,0.025,5660267,0.132,Oceania,2800000,60000000,2002,Data,20,33,53,0,7,39,5,0,2,0
0.023,panama,12272400000,0.08,310,0.021,0.1,78,73,0.2,1,0.316,0.627,0.057,3178450,0.628,The Americas,710000000,252000000,2002,Data,268,141,409,0,376,12,38,0,0,0
0.029,pakistan,72306820396,0.03,15,0.085,0,65,64,0,1,0.402,0.558,0.04,149693684,0.338,Asia,562000000,491000000,2002,Data,371,127,498,12,88,44,215,22,116,1
0.023,oman,20049414986,0.032,278,0.013,0.1,75,71,0.2,1,0.366,0.609,0.024,2308409,0.715,Middle East,539000000,702000000,2002,Data,948,164,1112,0,0,0,0,0,0,0
0.012,norway,1.92E+11,0.104,4418,0.004,0.7,82,77,0.8,1,0.2,0.651,0.149,4538159,0.77,Europe,2581000000,5610000000,2002,Data,2373,738,3111,0,126,35,2865,0,0,85
0.043,nigeria,59116868250,0.039,18,0.106,0,48,47,0,1,0.434,0.538,0.028,129224641,0.365,Africa,256000000,910000000,2002,Data,442,445,887,1451,80,111,317,35,45,7
0.052,niger,2170481498,0.07,12,0.094,0,52,52,0,1,0.483,0.491,0.025,11817297,0.164,Africa,20000000,29000000,2002,Data,18,21,39,26,2,1,10,0,0,0
0.027,nicaragua,5224213019,0.057,57,0.03,0,74,68,0,1,0.397,0.565,0.039,5248577,0.552,The Americas,135000000,125000000,2002,Data,211,261,472,0,417,9,45,0,1,0
0.014,new zealand,66021205382,0.08,1244,0.006,0.6,81,77,0.6,1,0.223,0.659,0.118,3948500,0.859,Oceania,3159000000,1386000000,2002,Data,1793,252,2045,21,261,1240,423,6,19,74
0.031,nepal,6050875807,0.056,14,0.054,0,64,62,0,1,0.401,0.559,0.04,24102862,0.143,Asia,134000000,108000000,2002,Data,240,35,275,1,25,68,96,0,84,0
0.031,namibia,3361236321,0.062,106,0.049,0,56,52,0.1,1,0.402,0.565,0.033,1958303,0.338,Africa,251000000,65000000,2002,Data,704,53,757,592,10,3,141,0,0,12
0.045,mozambique,4201332885,0.064,14,0.104,0,49,46,0,1,0.441,0.527,0.032,19319894,0.295,Africa,65000000,115000000,2002,Data,331,210,541,848,10,6,54,0,0,25
0.021,morocco,40416114690,0.053,73,0.04,0,70,67,0.2,1,0.327,0.625,0.048,29311443,0.54,Africa,3157000000,669000000,2002,Data,4347,106,4453,92,119,44,1869,86,6,2237
0.019,mongolia,1396555772,0.048,28,0.044,0,67,61,0.1,1,0.323,0.64,0.037,2443231,0.593,Asia,143000000,125000000,2002,Data,201.1,27.6,228.7,0.1,8,122.1,97.7,0.1,0.7,0
0.023,mexico,7.42E+11,0.056,396,0.019,0.1,77,72,0.2,1,0.334,0.615,0.051,106723661,0.754,The Americas,9547000000,7087000000,2002,Data,19034,632,19666,0,19133,0,479,0,0,54
0.017,mauritius,4767303153,0.042,168,0.014,0.1,76,69,0.3,1,0.252,0.685,0.064,1210196,0.423,Africa,829000000,223000000,2002,Data,680.8,28.6,709.4,172,7,25,452,2,23,0
0.022,maldives,828240882,0.052,152,0.028,0.1,73,70,0.1,1,0.385,0.574,0.041,282743,0.3,Asia,337000000,60000000,2002,Data,485,0,485,3,7,77,373,3,20,0
0.021,malaysia,1.01E+11,0.033,138,0.008,0.3,75,71,0.4,1,0.321,0.639,0.04,24413795,0.639,Asia,8084000000,3330000000,2002,Data,10484,2160,12644,148,283,11456,637,126,244,397
0.044,malawi,2665158943,0.048,11,0.09,0,47,47,0,1,0.461,0.509,0.03,11926778,0.148,Africa,45000000,86000000,2002,Data,177,206,383,300,15,6,55,0,2,5
0.04,madagascar,4397254715,0.052,14,0.064,0,61,59,0,1,0.454,0.517,0.03,16736029,0.277,Africa,109000000,192000000,2002,Data,47,15,62,6,2,1,43,0,0,10
0.009,lithuania,14163949142,0.064,263,0.009,0.2,78,66,0.5,1,0.187,0.669,0.144,3443067,0.668,Europe,556000000,334000000,2002,Data,1102,326,1428,0,16,10,358,0,0,9
0.023,libya,19842519685,0.049,185,0.023,0,74,71,0,1,0.32,0.64,0.041,5340389,0.765,Africa,202000000,654000000,2002,Data,97,38,135,439,2,7,36,370,4,0
0.03,lesotho,656802669,0.069,24,0.082,0,45,44,0.1,1,0.407,0.547,0.046,1885487,0.206,Africa,14000000,164000000,2002,Data,244,43,287,278,1,2,6,0,0,0
0.009,latvia,9314784080,0.063,248,0.013,0.2,77,65,0.4,1,0.165,0.677,0.158,2310173,0.679,Europe,201000000,267000000,2002,Data,1815,458,2273,0,24,18,2218,0,1,0
0.022,kuwait,38138801497,0.036,661,0.011,0.1,74,73,0.6,1,0.256,0.71,0.034,2048232,0.981,Middle East,320000000,3412000000,2002,Data,62.4,33.7,96.1,24,50,118,81,1391,648,3
0.039,kenya,13147736954,0.045,18,0.066,0,54,52,0,1,0.435,0.538,0.028,33000524,0.206,Africa,513000000,126000000,2002,Data,915,86,1001,272,85,44,575,0,24,0
0.015,kazakhstan,24636598581,0.036,61,0.034,0,72,61,0.1,1,0.263,0.665,0.071,14858948,0.553,Asia,680000000,863000000,2002,Data,3032,646,3678,1,25,66,3569,3,12,1
0.009,japan,3.98E+12,0.079,2455,0.003,0.5,85,78,0.6,1,0.142,0.675,0.182,127445000,0.816,Asia,6069000000,34977000000,2002,Data,3952,1287,5239,17,928,3528,688,3,73,2
0.018,jamaica,9718989517,0.049,180,0.019,0.1,74,68,0.5,1,0.321,0.604,0.076,2615253,0.523,The Americas,1482000000,274000000,2002,Data,1193,73,1266,1,1076,8,180,0,1,0
0.009,italy,1.23E+12,0.082,1761,0.004,0.3,83,77,0.9,1,0.142,0.669,0.189,57059007,0.674,Europe,28192000000,19636000000,2002,Data,52931,10630,63561,215.6,2117.9,1428.3,59615.8,89,94.7,0
0.021,israel,1.13E+11,0.078,1334,0.005,0.2,82,78,1,1,0.28,0.62,0.1,6570000,0.913,Middle East,2426000000,3322000000,2002,Data,698,164,862,29,261,36,484,28,11,12
0.015,ireland,1.23E+11,0.07,2221,0.005,0.3,80,75,0.8,1,0.211,0.678,0.111,3931947,0.596,Europe,4228000000,3835000000,2002,Data,5638,838,6476,29,860,201,5387,0,0,0
0.021,indonesia,1.96E+11,0.022,20,0.038,0,70,66,0.1,1,0.302,0.651,0.048,215038285,0.436,Asia,5797000000,5042000000,2002,Data,2977,2056,5033,37,222,3877,808,38,52,0
0.025,india,5.24E+11,0.044,21,0.062,0,64,62,0,1,0.334,0.621,0.045,1076705723,0.282,Asia,3300000000,4350000000,2002,Data,2272,112,2384,80,459,328,797,66,631,23
0.03,honduras,7776459964,0.073,88,0.029,0,73,69,0.1,1,0.414,0.545,0.04,6495801,0.466,The Americas,305000000,221000000,2002,Data,466,83,549,0.3,493,7,49,0.1,0.2,0.2
0.019,grenada,544381962,0.066,353,0.013,0.1,73,68,0.1,1,0.33,0.592,0.077,102099,0.361,The Americas,91000000,8000000,2002,Data,113,19,132,0,77,1,39,0,0,15
0.034,ghana,6166197192,0.048,15,0.062,0,58,57,0,1,0.409,0.559,0.032,19786307,0.453,Africa,383000000,184000000,2002,Data,307,176,483,164,41,23,120,4,0,131
0.011,finland,1.35E+11,0.078,2032,0.003,0.6,82,75,0.9,1,0.178,0.669,0.153,5200598,0.825,Europe,2235000000,2438000000,2002,Data,3414,1273,4687,7,182,244,4245,4,5,0
0.024,fiji,1842691481,0.035,79,0.02,0.1,71,65,0.1,1,0.334,0.629,0.037,816237,0.487,Oceania,384000000,79000000,2002,Data,367,31,398,0,69,262,65,0,0,2
0.042,ethiopia,7707034813,0.047,5,0.083,0,55,53,0,1,0.465,0.504,0.031,69948344,0.151,Africa,261000000,55000000,2002,Data,113,43,156,63,27,7,39,17,4,0
0.016,albania,5652325082,0.062,108,0.02,0,79,72,0.3,1,0.282,0.64,0.078,3033659,0.446,Europe,537000000,507000000,2003,Data,470,88,558,0.2,19,4,532,1,0.4,1
0.02,algeria,67863832648,0.036,74,0.031,0,71,68,0,1,0.307,0.651,0.042,33003442,0.623,Africa,112000000,255000000,2003,Data,240,65,305,112,5,8,157,23,0,861
0.05,angola,14188949240,0.049,45,0.125,0,49,46,0,1,0.477,0.498,0.025,15421075,0.346,Africa,63000000,49000000,2003,Data,88,19,107,31,15,5,55,0,0,0
0.014,armenia,2807061009,0.056,51,0.023,0,76,69,0,1,0.233,0.655,0.112,3036032,0.643,Asia,90000000,97000000,2003,Data,167,39,206,0,58,6,99,19,24,0
